year,state,city,offence_category,offence_sub_category,value,unit,notes
2022,Maharashtra,Mumbai,Computer Related Offences,Offences otherthan Ransomware (Sec 66),5,value in absolute number,
2022,Maharashtra,Mumbai,Computer Related Offences,Dishonesty receiving stolen computer resource or communication device,0,value in absolute number,
2022,Maharashtra,Mumbai,Computer Related Offences,Identity Theft,7,value in absolute number,
2022,Maharashtra,Mumbai,Computer Related Offences,Cheating by personation by using computer resource,2,value in absolute number,
2022,Maharashtra,Mumbai,Computer Related Offences,Violation of Privacy,1,value in absolute number,
2022,Maharashtra,Mumbai,Cyber Terrorism,,0,value in absolute number,
2022,Maharashtra,Mumbai,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting obscene material in Electronic Form,0,value in absolute number,
2022,Maharashtra,Mumbai,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material containing Sexually explicit act in electronic form,1,value in absolute number,
2022,Maharashtra,Mumbai,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material depicting children in Sexually explicit act in electronic form,9,value in absolute number,
2022,Maharashtra,Mumbai,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Preservation and retention of information by intermediaries,0,value in absolute number,
2022,Maharashtra,Mumbai,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Others,2,value in absolute number,
2022,Maharashtra,Mumbai,Interception or Monitoring or decryption of Information,,0,value in absolute number,
2022,Maharashtra,Mumbai,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2022,Maharashtra,Mumbai,Abetment to Commit Offences,,0,value in absolute number,
2022,Maharashtra,Mumbai,Attempt to Commit Offences,,0,value in absolute number,
2022,Maharashtra,Mumbai,Others,,3,value in absolute number,
2022,Maharashtra,Mumbai,Total,,30,value in absolute number,
2022,Maharashtra,Nagpur,Tampering Computer Source documents,,0,value in absolute number,
2022,Maharashtra,Nagpur,Computer Related Offences,Ransomware (Section 66),0,value in absolute number,
2022,Maharashtra,Nagpur,Computer Related Offences,Offences otherthan Ransomware (Sec 66),0,value in absolute number,
2022,Maharashtra,Nagpur,Computer Related Offences,Dishonesty receiving stolen computer resource or communication device,0,value in absolute number,
2022,Maharashtra,Nagpur,Computer Related Offences,Identity Theft,3,value in absolute number,
2022,Maharashtra,Nagpur,Computer Related Offences,Cheating by personation by using computer resource,1,value in absolute number,
2022,Maharashtra,Nagpur,Computer Related Offences,Violation of Privacy,0,value in absolute number,
2022,Maharashtra,Nagpur,Cyber Terrorism,,0,value in absolute number,
2022,Maharashtra,Nagpur,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting obscene material in Electronic Form,3,value in absolute number,
2022,Maharashtra,Nagpur,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material containing Sexually explicit act in electronic form,0,value in absolute number,
2022,Maharashtra,Nagpur,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material depicting children in Sexually explicit act in electronic form,8,value in absolute number,
2022,Maharashtra,Nagpur,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Preservation and retention of information by intermediaries,0,value in absolute number,
2022,Maharashtra,Nagpur,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Others,0,value in absolute number,
2022,Maharashtra,Nagpur,Interception or Monitoring or decryption of Information,,0,value in absolute number,
2022,Maharashtra,Nagpur,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2022,Maharashtra,Nagpur,Abetment to Commit Offences,,3,value in absolute number,
2022,Maharashtra,Nagpur,Attempt to Commit Offences,,0,value in absolute number,
2022,Maharashtra,Nagpur,Others,,0,value in absolute number,
2022,Maharashtra,Nagpur,Total,,18,value in absolute number,
2022,Bihar,Patna,Tampering Computer Source documents,,0,value in absolute number,
2022,Bihar,Patna,Computer Related Offences,Ransomware (Section 66),0,value in absolute number,
2022,Bihar,Patna,Computer Related Offences,Offences otherthan Ransomware (Sec 66),0,value in absolute number,
2022,Bihar,Patna,Computer Related Offences,Dishonesty receiving stolen computer resource or communication device,0,value in absolute number,
2022,Bihar,Patna,Computer Related Offences,Identity Theft,0,value in absolute number,
2022,Bihar,Patna,Computer Related Offences,Cheating by personation by using computer resource,0,value in absolute number,
2022,Bihar,Patna,Computer Related Offences,Violation of Privacy,0,value in absolute number,
2022,Bihar,Patna,Cyber Terrorism,,0,value in absolute number,
2022,Bihar,Patna,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting obscene material in Electronic Form,0,value in absolute number,
2022,Bihar,Patna,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material containing Sexually explicit act in electronic form,0,value in absolute number,
2022,Bihar,Patna,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material depicting children in Sexually explicit act in electronic form,0,value in absolute number,
2022,Bihar,Patna,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Preservation and retention of information by intermediaries,0,value in absolute number,
2022,Bihar,Patna,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Others,0,value in absolute number,
2022,Bihar,Patna,Interception or Monitoring or decryption of Information,,0,value in absolute number,
2022,Bihar,Patna,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2022,Bihar,Patna,Abetment to Commit Offences,,0,value in absolute number,
2022,Bihar,Patna,Attempt to Commit Offences,,0,value in absolute number,
2022,Bihar,Patna,Others,,0,value in absolute number,
2022,Bihar,Patna,Total,,0,value in absolute number,
2022,Maharashtra,Pune,Tampering Computer Source documents,,1,value in absolute number,
2022,Maharashtra,Pune,Computer Related Offences,Ransomware (Section 66),0,value in absolute number,
2022,Maharashtra,Pune,Computer Related Offences,Offences otherthan Ransomware (Sec 66),0,value in absolute number,
2022,Maharashtra,Pune,Computer Related Offences,Dishonesty receiving stolen computer resource or communication device,5,value in absolute number,
2022,Maharashtra,Pune,Computer Related Offences,Identity Theft,35,value in absolute number,
2022,Maharashtra,Pune,Computer Related Offences,Cheating by personation by using computer resource,31,value in absolute number,
2022,Maharashtra,Pune,Computer Related Offences,Violation of Privacy,7,value in absolute number,
2022,Maharashtra,Pune,Cyber Terrorism,,0,value in absolute number,
2022,Maharashtra,Pune,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting obscene material in Electronic Form,18,value in absolute number,
2022,Maharashtra,Pune,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material containing Sexually explicit act in electronic form,15,value in absolute number,
2022,Maharashtra,Pune,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material depicting children in Sexually explicit act in electronic form,1,value in absolute number,
2022,Maharashtra,Pune,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Preservation and retention of information by intermediaries,0,value in absolute number,
2022,Maharashtra,Pune,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Others,0,value in absolute number,
2022,Maharashtra,Pune,Interception or Monitoring or decryption of Information,,0,value in absolute number,
2022,Maharashtra,Pune,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2022,Maharashtra,Pune,Abetment to Commit Offences,,0,value in absolute number,
2022,Maharashtra,Pune,Attempt to Commit Offences,,0,value in absolute number,
2022,Maharashtra,Pune,Others,,0,value in absolute number,
2022,Maharashtra,Pune,Total,,113,value in absolute number,
2022,Gujarat,Surat,Tampering Computer Source documents,,0,value in absolute number,
2022,Gujarat,Surat,Computer Related Offences,Ransomware (Section 66),0,value in absolute number,
2022,Gujarat,Surat,Computer Related Offences,Offences otherthan Ransomware (Sec 66),0,value in absolute number,
2022,Gujarat,Surat,Computer Related Offences,Dishonesty receiving stolen computer resource or communication device,0,value in absolute number,
2022,Gujarat,Surat,Computer Related Offences,Identity Theft,147,value in absolute number,
2022,Gujarat,Surat,Computer Related Offences,Cheating by personation by using computer resource,1,value in absolute number,
2022,Gujarat,Surat,Computer Related Offences,Violation of Privacy,2,value in absolute number,
2022,Gujarat,Surat,Cyber Terrorism,,0,value in absolute number,
2022,Gujarat,Surat,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting obscene material in Electronic Form,1,value in absolute number,
2022,Gujarat,Surat,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material containing Sexually explicit act in electronic form,0,value in absolute number,
2022,Gujarat,Surat,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Publishing or transmitting of material depicting children in Sexually explicit act in electronic form,0,value in absolute number,
2022,Gujarat,Surat,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Preservation and retention of information by intermediaries,0,value in absolute number,
2022,Gujarat,Surat,Publication or transmission of Obscene or Sexually Explicit Act in Electronic Form,Others,0,value in absolute number,
2022,Gujarat,Surat,Interception or Monitoring or decryption of Information,,0,value in absolute number,
2022,Gujarat,Surat,Unauthorized access or attempt to access to protected computer system,,0,value in absolute number,
2022,Gujarat,Surat,Abetment to Commit Offences,,0,value in absolute number,
2022,Gujarat,Surat,Attempt to Commit Offences,,0,value in absolute number,
2022,Gujarat,Surat,Others,,0,value in absolute number,
2022,Gujarat,Surat,Total,,151,value in absolute number,
2021,Gujarat,Ahmedabad,Tampering Computer Source documents,,0,value in absolute number,
2021,Gujarat,Ahmedabad,Computer Related Offences,Ransomware (Section 66),0,value in absolute number,
2021,Gujarat,Ahmedabad,Computer Related Offences,Offences otherthan Ransomware (Sec 66),0,value in absolute number,
